2022-06-02 09:24:00,6
2022-06-02 09:26:00,0
2022-06-02 09:27:00,0
2022-06-02 09:28:00,0
2022-06-02 09:29:00,0
2022-06-02 09:30:00,5
2022-06-02 09:31:00,2
2022-06-02 09:32:00,0
2022-06-02 09:33:00,0
2022-06-02 09:34:00,4
2022-06-02 09:35:00,0
2022-06-02 09:36:00,0
2022-06-02 09:37:00,0
2022-06-02 09:38:00,0
2022-06-02 09:39:00,0
2022-06-02 09:41:00,0
2022-06-02 09:42:00,0
2022-06-02 09:43:00,0
2022-06-02 09:44:00,6
2022-06-02 09:45:00,0
2022-06-02 09:46:00,0
2022-06-02 09:47:00,0
2022-06-02 09:48:00,13
2022-06-02 09:49:00,4
2022-06-02 09:50:00,0
2022-06-02 09:51:00,0
2022-06-02 09:52:00,0
2022-06-02 09:53:00,0
2022-06-02 09:54:00,4
2022-06-02 09:58:00,0
2022-06-02 09:59:00,0
2022-06-02 10:00:00,0
2022-06-02 10:03:00,3
2022-06-02 10:04:00,0
2022-06-02 10:10:00,0
2022-06-02 10:11:00,0
2022-06-02 10:12:00,0
2022-06-02 10:13:00,0
2022-06-02 10:14:00,0
2022-06-02 10:16:00,0
2022-06-02 10:17:00,0
2022-06-02 10:18:00,0
2022-06-02 10:21:00,0
2022-06-02 10:22:00,0
2022-06-02 10:28:00,0
2022-06-02 10:29:00,0
2022-06-02 10:45:00,0
2022-06-02 10:46:00,0
2022-06-02 10:47:00,0
2022-06-02 10:48:00,0
2022-06-02 10:49:00,0
2022-06-02 10:50:00,0
2022-06-02 10:51:00,0
2022-06-02 10:52:00,0
2022-06-02 10:53:00,0
2022-06-02 10:54:00,0
2022-06-02 10:55:00,0
2022-06-02 10:56:00,0
