2022-06-02 10:49:00,235
2022-06-02 10:50:00,234
2022-06-02 17:19:00,229
2022-06-02 17:20:00,201
2022-06-02 17:22:00,197
2022-06-02 17:23:00,236
2022-06-02 17:24:00,236
2022-06-02 17:33:00,133
2022-06-02 17:42:00,57
2022-06-02 17:55:00,67
2022-06-02 17:56:00,72
2022-06-02 17:59:00,44
2022-06-02 18:00:00,176
2022-06-02 18:02:00,153
2022-06-02 18:03:00,232
2022-06-02 18:04:00,220
2022-06-02 18:05:00,235
2022-06-02 18:07:00,201
2022-06-02 18:08:00,214
2022-06-02 18:09:00,234
2022-06-02 18:10:00,234
2022-06-02 18:11:00,235
2022-06-02 18:13:00,238
2022-06-02 18:14:00,230
2022-06-02 18:15:00,236
